,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,40_1_factory_1,0,100,3600,100,50,1960.82,33.29,6321.21,1966.16,37.54,6471.0,1968.68,36.88,6270.42,0.11999964714050293,6321.21,0.0,6471.0,0.0,6270.42,0.0,1
