,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_3,1,0,25,1800,100,50,54.27,6.46,9.882399999999999,54.92,7.12,10.74204,54.78,6.48,10.1628,1800.127506494522,9.882399999999999,0.0,10.74204,0.0,10.1628,0.0,0.031,stochastic
