,problem,instance,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_3,1,100,50,835,10,Adam,0.001,55.22,55.64,55.68,1801.7071027755737,1.137007474899292,1802.844110250473,time,1800,0,50,10.502559999999999,3.9751333696367976,10.897839999999999,4.443044192262778,10.77202,4.0839903794695696,0.031,decision-focused
