,problem,instance,num_tasks,num_resources,total_capacity,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j902_10,92,4,72,1,100,50,671,10,Adam,0.001,88.94,91.2,89.86,3601.51793384552,4.514025449752808,3606.031959295273,time,3600,0,50,9.003929999999999,4.002055844825257,10.435719999999998,4.930837056890037,9.945139999999999,6.027965962113588,0.011,decision-focused
