,problem,instance,num_tasks,num_resources,total_capacity,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_4,32,4,44,1,0,50,1800,100,50,80.29,17.79,40.541039999999995,80.0,18.06,39.375840000000004,82.6,19.5,52.4472,1800.230667591095,40.541039999999995,0.0,39.375840000000004,0.0,52.4472,0.0,0.312,stochastic
