,problem,instance,num_tasks,num_resources,total_capacity,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j3047_8,32,4,116,0,50,1800,100,50,54.99,3.02,29.284159999999993,55.76,3.12,32.36688,56.94,3.58,32.98912,0.05501294136047363,29.284159999999993,0.0,32.36688,0.0,32.98912,0.0,0.312,deterministic
