,problem,instance,num_tasks,num_resources,total_capacity,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j3048_3,32,4,172,1,100,50,627,10,Adam,0.001,60.04,59.58,60.14,1801.8749799728394,2.0920045375823975,1803.9669845104218,time,1800,0,50,14.66448,5.170775579117701,16.070560000000004,10.479334292138981,13.980800000000002,3.959001409446579,0.312,decision-focused
