,problem,instance,num_tasks,num_resources,total_capacity,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j3048_6,32,4,141,1,100,50,658,10,Adam,0.001,68.29,68.38,68.06,1800.846265554428,1.8594944477081299,1802.7057600021362,time,1800,0,50,15.383200000000002,4.504068702850791,17.204,4.942426480990891,15.36656,5.62487860903682,0.312,decision-focused
