,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_penalty,5_5_factory_1,0,100,600.0,100,50,484.5,10.38,143.37,483.24,12.18,129.24,483.66,10.0,105.58,0.06599926948547363,143.37,119.271929220584,129.24,124.37355989116014,105.58,97.72002660662757,1,deterministic
