,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j3048_1,0,25,900,100,50,70.72,5.12,28.039519999999996,69.98,4.96,24.410080000000004,70.92,5.2,27.14608,0.040003299713134766,28.039519999999996,0.0,24.410080000000004,0.0,27.14608,0.0,0.312,deterministic
