,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,40_1_factory_1,1,0,100,3600.0,100,50,2322.94,395.41,395.41441501103765,2318.5,389.88,389.9075055187638,2320.18,388.38,388.40247240618106,3605.691224336624,395.41441501103765,0.0,389.9075055187638,0.0,388.40247240618106,0.0,1
