,problem,instance,num_tasks,num_resources,total_capacity,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j303_4,32,4,42,1,0,50,1800,100,50,127.43,29.96,42.51,127.1,31.2,42.08,127.32,30.22,43.18,1800.443959236145,42.51,0.0,42.08,0.0,43.18,0.0,1,stochastic
