,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_2,1,0,50,300,100,50,64.38,15.14,40.05,64.36,15.76,41.42,64.5,13.9,41.72,300.29866576194763,40.05,0.0,41.42,0.0,41.72,0.0,1,stochastic
