,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_penalty,40_3_factory_1,0,100,4800.0,100,50,1574.35,30.81,5781.11,1573.86,23.56,5392.34,1581.92,22.96,6197.38,0.30500173568725586,5781.11,2370.51574090956,5392.34,2022.854958814398,6197.38,2034.0981283114147,1,deterministic
