,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j3048_1,0,50,900,100,50,69.76,4.16,6.88645,68.98,3.96,6.329020000000001,69.74,4.02,6.591759999999999,0.04299664497375488,6.88645,0.0,6.329020000000001,0.0,6.591759999999999,0.0,0.031,deterministic
