,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_penalty,5_4_factory_1,0,100,600.0,100,50,326.65,7.73,8.842100000000002,325.12,7.64,8.66388,326.5,7.02,8.29468,0.047000885009765625,8.842100000000002,9.335684674944842,8.66388,7.960966106296397,8.29468,8.48376545276919,0.022,deterministic
