,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,20_1_factory_1,1,0,100,1800.0,100,50,1137.55,157.75,157.75,1136.34,151.72,158.54,1137.04,158.8,162.88,1802.702709197998,157.75,0.0,158.54,0.0,162.88,0.0,1
