,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,40_1_factory_1,1,0,10,3600.0,100,50,2204.02,276.49,446.97,2202.62,274.0,444.76,2204.22,272.42,456.18,3600.620236635208,446.97,0.0,444.76,0.0,456.18,0.0,1
