,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,10_1_factory_1,1,0,5,900.0,100,50,988.17,67.44,301.46,989.2,68.5,316.6,989.16,71.94,329.02,30.005107641220093,301.46,0.0,316.6,0.0,329.02,0.0,1
