,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,60_1_factory_1,1,0,100,5400.0,100,50,2997.46,469.18,472.18,2996.28,473.62,507.54,2998.12,474.56,503.54,5407.507118225098,472.18,0.0,507.54,0.0,503.54,0.0,1
