,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_penalty,20_3_factory_1,0,100,2400.0,100,50,1272.17,27.19,27.19,1278.3,34.24,34.24,1274.4,26.44,26.44,0.24000239372253418,27.19,19.628904707089493,34.24,24.76332772468191,26.44,18.29771570442606,0,deterministic
