,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_penalty,10_2_factory_1,1,0,10,1200.0,100,50,792.27,26.5,26.5,793.62,25.62,25.62,790.98,27.8,27.8,1200.140828371048,26.5,19.31191342151264,25.62,17.811108893047617,27.8,20.60776552661642,0,stochastic
