,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_penalty,60_1_factory_1,0,100,3600,100,50,2569.86,41.58,53.33428000000001,2566.16,43.5,55.587740000000004,2565.5,41.94,53.43894,0.15999531745910645,53.33428000000001,29.509701775544936,55.587740000000004,25.593531130197725,53.43894,27.9867216546776,0.001,deterministic
