,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,120_1_factory_1,0,10,10800,100,50,4359.4,53.35,79.87005847953215,4369.76,55.92,84.73793859649122,4368.96,52.26,80.2044298245614,0.5479981899261475,79.87005847953215,0.0,84.73793859649122,0.0,80.2044298245614,0.0,1
