,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,60_1_factory_1,0,25,5400,100,50,2566.16,37.88,54.94620895522387,2564.92,42.26,60.33698507462685,2565.92,42.36,59.06501492537313,0.23900222778320312,54.94620895522387,0.0,60.33698507462685,0.0,59.06501492537313,0.0,1
