,problem,instance,num_tasks,num_resources,total_capacity,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j302_3,32,4,52,1,100,50,829,10,Adam,0.001,48.93,48.96,49.48,1800.500868320465,1.1480052471160889,1801.6488735675812,time,1800,0,50,4.6221499999999995,2.4222960239202806,4.66826,2.428755399870477,4.670999999999999,2.6398193195747317,0.031,decision-focused
