,problem,instance,num_tasks,num_resources,total_capacity,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j303_6,32,4,56,1,0,50,1800,100,50,59.23,2.53,5.5611799999999985,59.76,3.08,6.09072,59.62,1.98,4.72288,1800.3105001449585,5.5611799999999985,0.0,6.09072,0.0,4.72288,0.0,0.031,stochastic
