,problem,instance,num_tasks,num_resources,total_capacity,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j303_6,32,4,56,1,100,50,796,10,Adam,0.001,58.79,59.4,60.44,1800.0966691970825,1.233004093170166,1801.3296732902527,time,1800,0,50,5.539369999999999,2.3890838731823543,6.196960000000001,4.055944999429849,6.313540000000001,3.8504472582285816,0.031,decision-focused
