,problem,instance,num_tasks,num_resources,total_capacity,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_3,32,4,43,0,50,1800,100,50,57.49,9.68,12.377619999999997,57.76,9.96,12.84548,58.4,10.1,13.218599999999999,0.03100132942199707,12.377619999999997,0.0,12.84548,0.0,13.218599999999999,0.0,0.031,deterministic
