,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_1,1,0,10,900,100,50,59.55,12.96,19.881680000000003,58.88,12.08,19.00912,61.92,14.26,22.192899999999998,900.1501326560974,19.881680000000003,0.0,19.00912,0.0,22.192899999999998,0.0,0.031,stochastic
