,problem,instance,seed,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_2,1,0,50,900,100,50,63.53,14.29,20.64,63.66,15.06,21.4,63.6,13.0,19.94,900.2658829689026,20.64,0.0,21.4,0.0,19.94,0.0,1,stochastic
