,problem,instance,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j301_2,1,100,50,1960,10,Adam,0.001,65.16,65.2,65.12,900.0527362823486,1.0539910793304443,901.1067273616791,time,900,0,10,32.41,9.99209187307643,32.58,11.137486251394431,30.1,8.811923740024081,1,decision-focused
