,problem,instance,num_tasks,num_resources,total_capacity,seed,train_size,test_size,epochs,batch_size,optimizer,learning rate,training_obj,val_obj,test_obj,training_time,inference_time,total_time,stop_criterium,budget,noise_factor,scenarios,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j303_7,32,4,66,1,100,50,769,10,Adam,0.001,49.65,49.8,49.18,1800.8988106250763,1.5090076923370361,1802.4078183174133,time,1800,0,50,0.69,1.6714963356226658,0.78,1.758294628325981,0.84,1.5666524822052912,0,decision-focused
