,problem,instance,num_tasks,num_resources,total_capacity,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor,algorithm
0,RCPSP_benchmark,j302_8,32,4,43,0,50,1800,100,50,61.53,4.15,4.15,60.84,5.04,5.04,63.9,3.98,3.98,0.03799843788146973,4.15,3.418698582794336,5.04,3.1746495869623157,3.98,3.6358767855910625,0,deterministic
