,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,10_1_factory_1,0,25,1800.0,100,50,946.5,25.77,680.72,946.9,26.2,750.16,946.9,29.68,639.88,0.0540008544921875,680.72,0.0,750.16,0.0,639.88,0.0,1
