,problem,instance,noise_factor,scenarios,budget,train_size,test_size,training_obj,training_regret,training_ph_regret,val_obj,val_regret,val_ph_regret,test_obj,test_regret,test_ph_regret,total_time,training_loss,std_training_loss,val_loss,std_val,test_loss,std_test_loss,penalty_factor
0,RCPSP_penalty,5_1_factory_1,0,25,900.0,100,50,412.23,9.78,151.04,414.2,10.14,160.72,415.88,11.36,159.56,0.06299996376037598,151.04,0.0,160.72,0.0,159.56,0.0,1
